,Date,Open,High,Low,Close,Adj Close,Volume
0,1980-12-12,0.513393,0.515625,0.513393,0.513393,0.420087,117258400
1,1980-12-15,0.488839,0.488839,0.486607,0.486607,0.398169,43971200
2,1980-12-16,0.453125,0.453125,0.450893,0.450893,0.368946,26432000
3,1980-12-17,0.462054,0.464286,0.462054,0.462054,0.378078,21610400
4,1980-12-18,0.475446,0.477679,0.475446,0.475446,0.389037,18362400
5,1980-12-19,0.504464,0.506696,0.504464,0.504464,0.412781,12157600
6,1980-12-22,0.529018,0.531250,0.529018,0.529018,0.432872,9340800
7,1980-12-23,0.551339,0.553571,0.551339,0.551339,0.451137,11737600
8,1980-12-24,0.580357,0.582589,0.580357,0.580357,0.474881,12000800
9,1980-12-26,0.633929,0.636161,0.633929,0.633929,0.518716,13893600
10,1980-12-29,0.642857,0.645089,0.642857,0.642857,0.526022,23290400
11,1980-12-30,0.629464,0.629464,0.627232,0.627232,0.513237,17220000
12,1980-12-31,0.611607,0.611607,0.609375,0.609375,0.498625,8937600
13,1981-01-02,0.616071,0.620536,0.616071,0.616071,0.504104,5415200
14,1981-01-05,0.604911,0.604911,0.602679,0.602679,0.493146,8932000
15,1981-01-06,0.578125,0.578125,0.575893,0.575893,0.471228,11289600
16,1981-01-07,0.553571,0.553571,0.551339,0.551339,0.451137,13921600
17,1981-01-08,0.542411,0.542411,0.540179,0.540179,0.442005,9956800
18,1981-01-09,0.569196,0.571429,0.569196,0.569196,0.465749,5376000
19,1981-01-12,0.569196,0.569196,0.564732,0.564732,0.462096,5924800
20,1981-01-13,0.546875,0.546875,0.544643,0.544643,0.445658,5762400
21,1981-01-14,0.546875,0.549107,0.546875,0.546875,0.447484,3572800
22,1981-01-15,0.558036,0.562500,0.558036,0.558036,0.456616,3516800
23,1981-01-16,0.555804,0.555804,0.553571,0.553571,0.452963,3348800
24,1981-01-19,0.587054,0.589286,0.587054,0.587054,0.480360,10393600
25,1981-01-20,0.571429,0.571429,0.569196,0.569196,0.465749,7520800
26,1981-01-21,0.580357,0.584821,0.580357,0.580357,0.474881,3976000
27,1981-01-22,0.587054,0.591518,0.587054,0.587054,0.480360,8887200
28,1981-01-23,0.587054,0.589286,0.584821,0.584821,0.478534,2805600
29,1981-01-26,0.578125,0.578125,0.575893,0.575893,0.471228,6160000
