,Date,Open,High,Low,Close,Adj Close,Volume
164,1987-05-01,7.0,7.21875,7.0,7.125,5.654615,1240400
165,1987-05-04,7.125,7.25,7.0625,7.1875,5.704218,801200
166,1987-05-05,7.21875,7.5,7.21875,7.28125,5.778622,981200
167,1987-05-06,7.28125,7.34375,7.1875,7.34375,5.828222,448000
168,1987-05-07,7.34375,7.5625,7.34375,7.53125,5.977028,1583600
169,1987-05-08,7.53125,7.875,7.53125,7.5625,6.001829,1290000
170,1987-05-11,7.5625,7.75,7.53125,7.5625,6.001829,920800
171,1987-05-12,7.5,7.5,7.40625,7.4375,5.902623999999999,622000
172,1987-05-13,7.4375,7.46875,7.375,7.40625,5.877825,1746400
173,1987-05-14,7.40625,7.40625,7.3125,7.34375,5.828222,378800
174,1987-05-15,7.34375,7.34375,7.3125,7.34375,5.828222,55200
175,1987-05-18,7.3125,7.3125,7.1875,7.25,5.753818,845600
176,1987-05-19,7.25,7.28125,7.0,7.0625,5.605016,624400
177,1987-05-20,7.0625,7.0625,6.8125,6.90625,5.4810099999999995,636000
178,1987-05-21,6.9375,7.28125,6.9375,7.25,5.753818,1168800
179,1987-05-22,7.25,7.25,7.21875,7.25,5.753818,763600
180,1987-05-26,7.25,7.28125,7.09375,7.25,5.753818,890000
181,1987-05-27,7.25,7.25,7.15625,7.15625,5.679416000000001,604800
182,1987-05-28,7.15625,7.1875,7.09375,7.125,5.654615,707200
183,1987-05-29,7.15625,7.3125,7.15625,7.25,5.753818,767200
184,1987-06-01,7.25,7.25,7.0625,7.0625,5.605016,418800
185,1987-06-02,7.0625,7.125,6.9375,7.125,5.654615,394000
186,1987-06-03,7.125,7.125,7.03125,7.03125,5.580215,143200
187,1987-06-04,7.03125,7.125,7.0,7.09375,5.629815,718400
188,1987-06-05,7.09375,7.125,7.0,7.0625,5.605016,487600
189,1987-06-08,7.0625,7.09375,7.0,7.0625,5.605016,296800
190,1987-06-09,7.0625,7.0625,6.96875,7.0,5.555414,537600
191,1987-06-10,7.0,7.0,6.90625,6.9375,5.505809999999999,1435600
192,1987-06-11,6.9375,6.96875,6.90625,6.90625,5.4810099999999995,163600
193,1987-06-12,6.9375,7.125,6.9375,7.09375,5.629815,1015200
194,1987-06-15,7.09375,7.1875,7.0625,7.15625,5.679416000000001,1044800
195,1987-06-16,7.15625,7.25,7.09375,7.25,5.753818,802800
196,1987-06-17,7.25,7.4375,7.25,7.3125,5.803421,2414400
197,1987-06-18,7.3125,7.3125,7.1875,7.3125,5.803421,237600
198,1987-06-19,7.28125,7.28125,7.1875,7.21875,5.729018,420000
199,1987-06-22,7.21875,7.28125,7.21875,7.21875,5.729018,432400
200,1987-06-23,7.15625,7.15625,6.75,7.03125,5.580215,5986000
201,1987-06-24,7.03125,7.125,6.8125,6.90625,5.4810099999999995,1806400
202,1987-06-25,6.90625,6.9375,6.78125,6.78125,5.381806,992400
203,1987-06-26,6.8125,6.90625,6.8125,6.8125,5.406605,2168800
204,1987-06-29,6.875,7.25,6.875,7.25,5.753818,1783600
205,1987-06-30,7.25,7.40625,7.25,7.40625,5.877825,531200
206,1987-07-01,7.3125,7.3125,7.28125,7.28125,5.778622,1246800
207,1987-07-02,7.28125,7.34375,7.25,7.34375,5.828222,325600
208,1987-07-06,7.34375,7.375,7.3125,7.375,5.853025,683600
209,1987-07-07,7.4375,7.59375,7.4375,7.5,5.952225,2949200
210,1987-07-08,7.46875,7.46875,7.375,7.40625,5.877825,1643200
211,1987-07-09,7.4375,7.625,7.4375,7.46875,5.927428,2672400
212,1987-07-10,7.5,7.5625,7.5,7.5,5.952225,2282400
213,1987-07-13,7.5,7.5,7.375,7.40625,5.877825,1967200
214,1987-07-14,7.40625,7.40625,7.34375,7.375,5.853025,551200
215,1987-07-15,7.375,7.75,7.375,7.65625,6.076233,938800
216,1987-07-16,7.65625,7.75,7.65625,7.6875,6.101033,1157200
217,1987-07-17,7.6875,7.6875,7.5625,7.625,6.051431,160800
218,1987-07-20,7.5625,7.5625,7.5,7.5625,6.001829,1234800
219,1987-07-21,7.5625,7.5625,7.46875,7.5,5.952225,938800
220,1987-07-22,7.5,7.75,7.5,7.71875,6.125836,850000
221,1987-07-23,7.71875,7.71875,7.5,7.6875,6.101033,603200
222,1987-07-24,7.6875,7.78125,7.5625,7.75,6.150632,851200
223,1987-07-27,7.75,7.84375,7.6875,7.8125,6.200238,694000
224,1987-07-28,7.8125,8.0,7.8125,7.96875,6.324242,524400
225,1987-07-29,7.96875,8.09375,7.9375,7.96875,6.324242,1302000
226,1987-07-30,7.96875,8.25,7.96875,8.25,6.54745,314000
227,1987-07-31,8.25,8.25,8.0,8.15625,6.473045,384400
228,1987-08-03,8.1875,8.375,8.1875,8.375,6.646650999999999,270000
229,1987-08-04,8.375,8.4375,8.25,8.28125,6.572253999999999,1699600
230,1987-08-05,8.28125,8.3125,8.125,8.3125,6.597049,549200
231,1987-08-06,8.3125,8.34375,8.25,8.3125,6.597049,527200
232,1987-08-07,8.3125,8.375,8.25,8.28125,6.572253999999999,1298000
233,1987-08-10,8.28125,8.34375,8.21875,8.3125,6.597049,378400
234,1987-08-11,8.3125,8.46875,8.25,8.375,6.646650999999999,608800
235,1987-08-12,8.375,8.40625,8.15625,8.21875,6.52265,395200
236,1987-08-13,8.21875,8.21875,7.8125,7.8125,6.200238,546400
237,1987-08-14,7.8125,7.875,7.4375,7.59375,6.026631,1411200
238,1987-08-17,7.53125,7.53125,7.34375,7.40625,5.877825,515600
239,1987-08-18,7.375,7.375,7.125,7.1875,5.704218,1132800
240,1987-08-19,7.1875,7.375,7.1875,7.34375,5.828222,837600
241,1987-08-20,7.40625,7.875,7.40625,7.8125,6.200238,598400
242,1987-08-21,7.875,8.0,7.875,7.9375,6.29944,215600
243,1987-08-24,7.9375,8.03125,7.8125,8.03125,6.373842,365200
244,1987-08-25,8.03125,8.25,7.9375,8.21875,6.52265,566000
245,1987-08-26,8.21875,8.71875,8.0625,8.71875,6.919463,671200
246,1987-08-27,8.71875,8.71875,8.375,8.40625,6.671456,429600
247,1987-08-28,8.34375,8.34375,8.125,8.125,6.448246,330000
248,1987-08-31,8.125,8.28125,7.96875,8.09375,6.423445,313600
249,1987-09-01,8.1875,8.375,8.1875,8.21875,6.52265,337200
250,1987-09-02,8.15625,8.15625,8.0,8.0,6.349042,247600
251,1987-09-03,8.0,8.03125,7.875,7.90625,6.274641,210400
252,1987-09-04,7.90625,7.90625,7.78125,7.90625,6.274641,234000
253,1987-09-08,7.84375,7.84375,7.5,7.5625,6.001829,458000
254,1987-09-09,7.5625,7.5625,7.25,7.375,5.853025,619200
255,1987-09-10,7.375,7.53125,7.375,7.5,5.952225,714000
256,1987-09-11,7.5,7.6875,7.4375,7.65625,6.076233,213600
257,1987-09-14,7.71875,7.96875,7.71875,7.96875,6.324242,265200
258,1987-09-15,7.96875,7.96875,7.5625,7.65625,6.076233,520000
259,1987-09-16,7.65625,7.71875,7.5625,7.5625,6.001829,543600
260,1987-09-17,7.5625,7.5625,7.0625,7.3125,5.803421,903600
261,1987-09-18,7.3125,7.4375,7.21875,7.25,5.753818,407200
262,1987-09-21,7.25,7.34375,7.1875,7.21875,5.729018,940400
263,1987-09-22,7.21875,7.3125,7.1875,7.3125,5.803421,510400
264,1987-09-23,7.3125,7.3125,7.125,7.1875,5.704218,355200
265,1987-09-24,7.1875,7.1875,7.03125,7.1875,5.704218,327200
266,1987-09-25,7.1875,7.25,7.15625,7.1875,5.704218,410400
267,1987-09-28,7.21875,7.46875,7.21875,7.34375,5.828222,578400
268,1987-09-29,7.34375,7.375,7.25,7.34375,5.828222,495200
269,1987-09-30,7.3125,7.3125,7.25,7.25,5.753818,333600
270,1987-10-01,7.25,7.34375,7.21875,7.25,5.753818,493200
271,1987-10-02,7.34375,7.75,7.34375,7.75,6.150632,1228400
272,1987-10-05,7.75,8.25,7.75,8.125,6.448246,764400
273,1987-10-06,8.125,8.25,7.75,7.8125,6.200238,1536800
274,1987-10-07,7.75,7.75,7.46875,7.5625,6.001829,800400
275,1987-10-08,7.53125,7.53125,7.4375,7.46875,5.927428,165200
276,1987-10-09,7.46875,7.46875,7.125,7.15625,5.679416000000001,316400
277,1987-10-12,7.125,7.125,7.03125,7.09375,5.629815,225600
278,1987-10-13,7.09375,7.28125,7.0625,7.25,5.753818,318800
279,1987-10-14,7.25,7.28125,7.15625,7.1875,5.704218,250800
280,1987-10-15,7.15625,7.15625,6.84375,6.84375,5.431408,632400
281,1987-10-16,6.84375,6.84375,6.4375,6.4375,5.108994999999999,792800
282,1987-10-19,6.03125,6.03125,5.25,5.625,4.464169999999999,1062400
283,1987-10-20,5.625,5.625,4.875,5.4375,4.315366,638800
284,1987-10-21,5.59375,6.0625,5.59375,5.6875,4.5137730000000005,1416400
285,1987-10-22,5.625,5.625,4.84375,5.5625,4.414569,1869200
286,1987-10-23,5.5625,5.5625,5.375,5.5,4.364968,960000
287,1987-10-26,5.3125,5.3125,4.8125,4.875,3.8689480000000005,718000
288,1987-10-27,4.9375,5.25,4.9375,5.0,3.968151,536800
289,1987-10-28,4.96875,4.96875,4.875,4.90625,3.8937489999999997,1008400
290,1987-10-29,4.90625,5.21875,4.90625,5.15625,4.09216,772400
291,1987-10-30,5.3125,5.875,5.3125,5.75,4.563374,1132400
292,1987-11-02,5.75,6.1875,5.71875,6.15625,4.885785,338000
293,1987-11-03,6.15625,6.28125,5.9375,6.0,4.761779,701600
294,1987-11-04,6.125,6.3125,6.125,6.28125,4.984989,3230800
295,1987-11-05,6.1875,6.25,6.125,6.1875,4.91059,530800
296,1987-11-06,6.25,6.34375,6.0625,6.0625,4.811383,438000
297,1987-11-09,6.0,6.125,5.75,5.75,4.563374,294800
298,1987-11-10,5.71875,5.71875,5.5,5.59375,4.439373000000001,552000
299,1987-11-11,5.65625,5.75,5.65625,5.71875,4.538573,392000
300,1987-11-12,5.875,6.1875,5.75,5.8125,4.612975,804000
301,1987-11-13,5.875,5.96875,5.875,5.9375,4.712179,242800
302,1987-11-16,5.90625,5.96875,5.875,5.9375,4.727107,166800
303,1987-11-17,5.8125,5.84375,5.78125,5.8125,4.627591000000001,374800
304,1987-11-18,5.84375,5.90625,5.78125,5.90625,4.702228,339200
305,1987-11-19,5.75,5.84375,5.5,5.5,4.378793,1170800
306,1987-11-20,5.25,5.5625,5.25,5.53125,4.403672,946800
307,1987-11-23,5.53125,5.8125,5.53125,5.8125,4.627591000000001,921600
308,1987-11-24,5.8125,6.0,5.8125,5.9375,4.727107,531200
309,1987-11-25,5.9375,6.0625,5.90625,6.03125,4.801746,784400
310,1987-11-27,6.0,6.09375,6.0,6.09375,4.851504,358400
311,1987-11-30,5.8125,6.0,5.78125,5.875,4.67735,728000
312,1987-12-01,5.9375,5.9375,5.6875,5.71875,4.552948000000001,865600
313,1987-12-02,5.71875,5.875,5.71875,5.84375,4.652468,161200
314,1987-12-03,5.8125,5.875,5.625,5.625,4.478312,524800
315,1987-12-04,5.5,5.625,5.375,5.5625,4.428553,418800
316,1987-12-07,5.5625,5.75,5.5625,5.71875,4.552948000000001,219600
317,1987-12-08,5.75,5.84375,5.6875,5.75,4.577829,759600
318,1987-12-09,5.65625,5.78125,5.5,5.5,4.378793,1031200
319,1987-12-10,5.4375,5.59375,5.4375,5.5625,4.428553,377200
320,1987-12-11,5.625,5.875,5.59375,5.8125,4.627591000000001,165600
321,1987-12-14,5.8125,6.1875,5.8125,6.1875,4.926144,298000
322,1987-12-15,6.125,6.40625,6.125,6.1875,4.926144,1642400
323,1987-12-16,6.1875,6.3125,6.125,6.3125,5.025663,1452800
324,1987-12-17,6.3125,6.375,6.1875,6.21875,4.951023,279200
325,1987-12-18,6.1875,6.1875,5.96875,6.03125,4.801746,645200
326,1987-12-21,6.03125,6.03125,5.75,5.75,4.577829,539600
327,1987-12-22,5.78125,5.78125,5.65625,5.78125,4.60271,664800
328,1987-12-23,5.78125,6.09375,5.78125,6.03125,4.801746,1160000
329,1987-12-24,6.09375,6.125,6.03125,6.125,4.876384,280400
330,1987-12-28,5.9375,5.9375,5.875,5.9375,4.727107,397200
331,1987-12-29,5.875,5.96875,5.875,5.90625,4.702228,198000
332,1987-12-30,5.90625,6.0625,5.875,6.0625,4.826626,369600
333,1987-12-31,6.0,6.03125,5.875,5.96875,4.751989,649200
334,1988-01-04,6.0,6.125,6.0,6.125,4.876384,1284000
335,1988-01-05,6.1875,6.34375,6.1875,6.28125,5.000782,1289600
336,1988-01-06,6.34375,6.5,6.3125,6.5,5.174939,690400
337,1988-01-07,6.4375,6.625,6.375,6.5,5.174939,855600
338,1988-01-08,6.375,6.4375,6.25,6.34375,5.050539,1568400
339,1988-01-11,6.28125,6.3125,6.0625,6.1875,4.926144,442400
340,1988-01-12,6.125,6.125,5.75,5.875,4.67735,606400
341,1988-01-13,5.84375,5.9375,5.84375,5.875,4.67735,232800
342,1988-01-14,5.9375,6.21875,5.9375,6.1875,4.926144,283600
343,1988-01-15,6.1875,6.4375,6.1875,6.28125,5.000782,542400
344,1988-01-18,6.28125,6.3125,6.21875,6.21875,4.951023,114800
345,1988-01-19,6.21875,6.21875,6.125,6.125,4.876384,43600
346,1988-01-20,6.125,6.21875,6.09375,6.125,4.876384,142400
347,1988-01-21,6.1875,6.25,6.1875,6.1875,4.926144,229600
348,1988-01-22,6.21875,6.25,6.1875,6.25,4.975904,519600
349,1988-01-25,6.1875,6.1875,6.09375,6.09375,4.851504,986000
350,1988-01-26,6.03125,6.0625,5.90625,6.0625,4.826626,458800
351,1988-01-27,6.03125,6.125,6.0,6.09375,4.851504,199600
352,1988-01-28,6.0625,6.09375,6.03125,6.09375,4.851504,32000
353,1988-01-29,6.15625,6.53125,6.15625,6.53125,5.1998169999999995,815200
354,1988-02-01,6.5625,6.6875,6.5625,6.6875,5.324218,668400
355,1988-02-02,6.6875,6.75,6.6875,6.71875,5.349097,997600
356,1988-02-03,6.71875,6.84375,6.625,6.625,5.274457,1215600
357,1988-02-04,6.5625,6.6875,6.53125,6.5625,5.2247,659600
358,1988-02-05,6.5625,6.5625,6.5,6.5,5.174939,340000
359,1988-02-08,6.46875,6.5625,6.4375,6.5,5.174939,176400
360,1988-02-09,6.46875,6.46875,6.34375,6.375,5.0754220000000005,261200
361,1988-02-10,6.375,6.46875,6.34375,6.46875,5.15006,455200
362,1988-02-11,6.46875,6.59375,6.4375,6.5,5.174939,757200
363,1988-02-12,6.46875,6.5625,6.375,6.4375,5.140005,337200
364,1988-02-16,6.4375,6.4375,6.25,6.25,4.990297,199200
365,1988-02-17,6.3125,6.5625,6.28125,6.4375,5.140005,482000
366,1988-02-18,6.375,6.375,6.25,6.25,4.990297,400000
367,1988-02-19,6.25,6.25,6.1875,6.25,4.990297,289600
368,1988-02-22,6.25,6.25,6.15625,6.21875,4.965347,299200
369,1988-02-23,6.21875,6.375,6.15625,6.21875,4.965347,673200
370,1988-02-24,6.21875,6.25,6.125,6.1875,4.940393,312000
371,1988-02-25,6.125,6.21875,6.125,6.125,4.890492,376400
372,1988-02-26,6.09375,6.09375,5.78125,5.875,4.69088,271600
373,1988-02-29,5.875,6.0,5.875,5.9375,4.740783,163200
374,1988-03-01,6.0,6.03125,5.96875,6.0,4.790687999999999,291600
375,1988-03-02,6.0,6.03125,5.875,5.875,4.69088,247200
376,1988-03-03,5.875,6.0,5.875,5.96875,4.765737000000001,442800
377,1988-03-04,5.9375,5.9375,5.8125,5.84375,4.665929,546000
